1097,698363
1559,692465
1837,698548
1802,695739
1485,699034
1205,696014
1625,692863
1645,69296
1356,695182
1155,693995
1408,693279
1860,692032
1061,697761
1127,69305
1123,691508
1084,69627
1689,698712
1819,690566
1665,695467
1116,699309
1600,698478
1151,699394
1606,692997
1687,698302
1095,694784
1700,692404
1368,697058
1430,693928
1371,690213
1130,697207
1520,69479
1772,698081
1690,694482
1521,699466
1666,698692
1579,696236
1713,696672
1501,696895
1571,690533
1124,69977
1841,691607
1664,690911
1753,693489
1801,698186
1068,696715
1513,699762
1850,696104
1391,690988
1796,69042
1391,695524
1376,693177
1440,693405
1436,692278
1064,693237
1348,6967
1573,69431
1368,690724
1398,69528
1511,696771
1422,696061
1067,695788
1248,691874
1353,690099
1154,692095
1064,691275
1885,697579
1295,691456
1578,693004
1886,697465
1208,695733
1459,698964
1778,692138
1526,699467
1625,69073
1278,698326
1415,695395
1222,691667
1567,697733
1454,69514
1530,695112
1616,691652
1127,692655
1219,69556
1062,692793
1027,697883
1443,694242
1604,69969
1896,691887
1807,692212
1873,691952
1760,693514
1800,695131
1183,694054
1127,693477
1192,699735
1192,699496
1768,691536
1657,695078
1529,69672
1487,699019
1525,69277
1163,691708
1555,693712
1846,695683
1658,696555
1648,694896
1331,690552
1797,696664
1029,699756
1353,692801
1026,69498
1520,692097
1845,69051
1615,691069
1590,69234
1367,69827
1091,694897
1391,695365
1156,690372
1740,697632
1731,691004
1661,695785
1718,696132
1116,691729
1390,691248
1097,692687
1067,690258
1582,692345
1893,691689
1551,697905
1651,694839
1587,698038
1592,691058
1729,694604
1840,692152
1023,696502
1491,697377
1188,693977
1732,691926
1633,694503
1192,690175
1137,695046
1823,693908
1824,697095
1641,692727
1597,699109
1118,694688
1449,69906
1099,695617
1149,699523
1875,690751
1896,692507
1901,690144
1839,692203
1463,692166
1747,696689
1413,694439
1117,692126
1659,697704
1367,692727
1025,690538
1030,693272
1025,691831
1839,696799
1218,695725
1267,699856
1493,692845
1512,692619
1233,690349
1752,696379
1136,696997
1211,699593
1524,695306
1169,694832
1636,695326
1710,698172
1029,691687
1842,691842
1386,697365
1109,698483
1444,692037
1708,69717
1858,697998
1892,69878
1275,690419
1371,698437
1325,697443
1065,696222
1509,69613
1165,690145
1417,69125
1629,6999
1437,69999
1583,695698
1469,699141
1113,696145
1445,695974
1703,69739
1289,698552
1533,69059
1446,691154
1613,690811
1843,696711
1210,697113
1323,691748
1582,698233
1369,694268
1143,699156
1664,693367
1445,69508
1657,697123
1680,695027
1583,695156
1551,690886
1841,698701
1108,697761
1405,692348
1065,697608
1613,697612
1189,698833
1072,698694
1398,698747
1304,697021
1692,690193
1511,69748
1368,692984
1443,697272
1816,693024
1502,695749
1733,698883
1366,693691
1437,694935
1271,699368
1244,696034
1064,69267
1592,699505
1342,693059
1463,690342
1571,699274
1693,692233
1431,695404
1141,697623
1164,69712
1101,698494
1579,692806
1202,69185
1191,692491
1725,690134
1166,69804
1077,690517
1271,697731
1416,692958
1760,691193
1406,693417
1816,69114
1902,69208
1320,692992
1342,692069
1844,693792
1610,696073
1290,697773
1504,691713
1738,691766
1491,697661
1453,697201
1539,694991
1185,693806
1004,694041
1366,694647
1107,692164
1109,697126
1303,698977
1531,692671
1863,69124
1396,697675
1087,690041
1194,692076
1417,691155
1447,692642
1072,696145
1153,696715
1727,694735
1386,690879
1142,699203
1530,696728
1592,690927
1306,698054
1888,693464
1293,698276
1651,694159
1236,696459
1756,691697
1621,690465
1499,695291
1088,692375
1158,691501
1058,694925
1190,692106
1780,698998
1269,699315
1140,694227
1101,694901
1220,690867
1376,69033
1715,696212
1309,690034
1196,697726
1126,690457
1186,691405
1129,694947
1801,693104
1818,695256
1290,694044
1178,696826
1729,694112
1717,697358
1227,69025
1695,694394
1874,69298
1095,695499
1398,691246
1096,698335
1619,691463
1782,690389
1504,690229
1467,696581
1780,698055
1888,694691
1516,694245
1413,695044
1217,6974
1605,690521
1291,691774
1279,69325
1109,694109
1579,696766
1282,693795
1112,69842
1805,690623
1318,694366
1767,693683
1668,693111
1646,693285
1044,691175
1805,697892
1327,692864
1389,690575
1069,693185
1182,696163
1383,690349
1129,693406
1794,697156
1029,699839
1069,693961
1395,699496
1051,693028
1548,693123
1785,698999
1900,697292
1316,691368
1269,692361
1802,694798
1408,69199
1406,699652
1128,695814
1650,694282
1846,693842
1790,699087
1546,690379
1557,698044
1509,692645
1213,691907
1027,699548
1669,697647
1802,692111
1891,690568
1759,694092
1308,694542
1767,690601
1217,697933
1856,698851
1790,69606
1841,696649
1592,691062
1417,695657
1311,691201
1018,699129
1574,697553
1804,695583
1380,694652
1292,690085
1180,699271
1572,699572
1110,692945
1433,696248
1739,692189
1796,699724
1841,696116
1260,692461
1174,694724
1627,698212
1605,690559
1841,699451
1894,698527
1306,698986
1152,699976
1479,694634
1100,692422
1645,699761
1887,694174
1467,69087
1331,694263
1230,69227
1694,695968
1164,694902
1091,697832
1424,698197
1215,69815
1158,699563
1003,697565
1441,699343
1362,693483
1601,69245
1052,694048
1330,690487
1559,696134
1584,698972
1692,691691
1900,690839
1875,690846
1637,694696
1686,69667
1737,693121
1497,696324
1510,690261
1225,690039
1379,696065
1625,694489
1892,693006
1565,690915
1572,695538
1787,692941
1415,691761
1598,695285
1087,696117
1007,697046
1002,695029
1854,694561
1382,696749
1270,69585
1182,692851
1676,692767
1513,692572
1427,69394
1844,699682
1184,698484
1339,693631
1127,695236
1295,691711
1506,698783
1549,692179
1291,691146
1834,692615
1859,69748
1850,694445
1332,698309
1254,694544
1523,69023
1058,695325
1256,694551
1880,690751
1636,699377
1663,692185
1784,69872
1737,69186
1840,69414
1796,691445
1188,696282
1813,696276
1713,692503
1206,692741
1793,698467
1446,69253
1266,69092
1287,690923
1523,695129
1541,691214
1297,690593
1323,696806
1550,695362
1890,691141
1739,693712
1671,69804
1794,692074
1504,698172
1873,694876
1013,699393
1282,690543
1738,693838
1419,69553
1264,690649
1081,697485
1218,690201
1005,696012
1416,699184
1687,690747
1618,699106
1417,692407
1332,690076
1845,699925
1659,698695
1013,699597
1668,691223
1784,696131
1418,696692
1473,69303
1338,695631
1146,693352
1360,695191
1881,694615
1611,694496
1160,69119
1593,691757
1044,696278
1492,699076
1754,692137
1694,692939
1507,692728
1360,695773
1267,693798
1850,696032
1480,697037
1223,69451
1521,692322
1408,692588
1270,696016
1265,693645
1447,695521
1269,694627
1457,694079
1407,692678
1460,694972
1845,696784
1454,696467
1330,690621
1599,695396
1192,695194
1035,699923
1373,690199
1300,693256
1099,694556
1339,694542
1539,695505
1118,692112
1722,692718
1001,695203
1106,69576
1280,696784
1877,692231
1354,699442
1095,695724
1073,69161
1193,695452
1846,691735
1849,696056
1788,694542
1481,695841
1022,699544
1437,691492
1739,692699
1735,698392
1726,691673
1291,69137
1363,697657
1608,696201
1785,692711
1588,694903
1364,698554
1098,696672
1487,690849
1656,696333
1485,693714
1878,696493
1578,690873
1885,694431
1830,698239
1161,698025
1641,693254
1655,699986
1198,695539
1460,691275
1315,692838
1630,69847
1089,698741
1444,694246
1843,698015
1037,698567
1432,694117
1362,69822
1780,699388
1789,690653
1636,693094
1446,696825
1888,690278
1653,695828
1849,694525
1889,696
1519,698656
1199,693078
1310,692636
1851,697692
1476,697642
1285,697964
1361,692787
1322,699965
1523,695778
1712,691233
1107,698581
1220,694303
1770,697895
1898,690054
1707,694647
1479,694151
1087,697675
1216,697024
1734,691264
1225,699455
1817,696833
1100,692201
1455,692418
1058,693486
1414,690161
1421,698762
1575,695255
1744,690164
1468,690169
1895,693131
1620,693131
1830,694647
1604,69112
1090,69649
1187,693484
1520,696762
1230,692929
1407,692341
1834,698394
1009,693871
1080,693219
1735,696541
1102,699295
1887,693678
1816,699427
1898,699935
1135,69685
1211,695429
1086,699534
1831,691581
1160,691092
1333,699407
1741,696908
1736,696423
1428,694092
1045,697148
1080,696183
1724,695671
1461,694976
1414,690335
1046,695412
1112,695425
1470,692781
1621,698253
1124,693308
1441,694139
1430,690676
1867,694909
1190,69121
1454,698935
1635,693752
1673,696796
1442,697047
1639,695979
1445,699503
1745,693364
1073,696512
1698,691992
1688,698405
1269,696181
1627,697215
1641,692314
1647,691074
1002,699954
1518,690961
1259,691581
1770,695247
1022,692636
1848,696893
1831,692131
1669,692499
1293,695445
1424,693228
1022,693062
1627,693426
1523,699991
1462,692044
1524,696063
1186,692359
1424,693705
1630,69438
1840,69755
1860,694401
1081,693778
1161,692955
1272,697576
1095,696144
1485,698583
1267,692525
1630,698539
1881,698427
1893,690733
1360,698228
1879,697433
1213,696745
1768,691132
1452,692481
1898,698658
1172,696687
1405,691868
1009,696508
1289,696759
1134,697174
1299,699953
1591,695691
1864,699041
1580,69476
1723,699801
1211,693591
1049,691232
1441,690317
1194,69039
1457,691509
1526,69716
1484,695857
1199,692116
1261,69164
1232,690146
1612,690225
1850,699274
1592,69841
1710,693331
1709,694166
1880,69647
1713,696831
1851,695995
1650,696854
1543,694692
1543,69713
1120,691975
1691,699619
1265,690422
1340,698007
1356,690435
1421,698836
1685,697536
1496,69633
1695,69924
1334,697259
1685,69029
1064,699791
1603,698273
1235,691903
1764,691701
1678,692954
1259,692412
1309,695336
1256,690946
1323,693366
1077,697388
1539,690544
1775,697701
1463,697569
1536,690083
1479,695043
1666,697131
1765,69634
1115,695851
1621,695523
1141,690573
1790,691096
1599,6932
1660,697416
1803,692286
1286,693188
1775,690273
1602,691352
1814,691221
1705,69608
1677,691935
1242,692862
1126,692211
1780,698962
1139,699618
1369,699163
1020,699489
1491,692411
1106,697716
1342,697853
1781,691474
1483,691777
1583,695253
1334,696747
1901,696552
1729,690744
1510,692363
1064,6978
1171,695565
1621,698425
1239,69085
1847,696474
1224,694907
1800,693001
1133,695424
1812,691745
1249,696467
1481,697386
1414,695416
1427,692125
1573,695703
1820,695226
1606,693844
1299,698779
1805,69811
1246,691167
1894,693182
1048,694819
1301,691022
1498,69715
1565,693458
1760,698082
1736,69782
1203,699996
1727,697229
1430,691696
1349,698061
1682,697884
1696,696604
1528,690003
1069,69489
1648,698285
1351,699402
1149,692943
1100,690547
1027,69695
1798,692643
1610,691891
1262,692859
1007,690587
1779,697762
